target_A,L_nH,Ron,Roff,step,status,pass,peak_V,Ioff1_A,Ion2_A,Ioff2_A,name,error
45,5,0.5,1.5,500p,ok,False,159.41452221253758,45.015594974416494,44.707124150906246,48.3138823019682,I45_L5_on0.5_off1.5_500p_search,
45,5,1.0,1.0,500p,ok,False,138.3137449017263,45.00760393461129,44.69381503893134,48.28774388450689,I45_L5_on1_off1_500p_search,
45,5,1.5,0.5,500p,ok,False,148.17947791866476,44.9998276455395,44.68086218194392,48.27067351449142,I45_L5_on1.5_off0.5_500p_search,
45,5,0.5,2.0,500p,ok,False,154.03657358123942,45.01560267929358,44.71255242668109,48.32111514245271,I45_L5_on0.5_off2_500p_search,
45,5,1.0,1.5,500p,ok,False,151.5078277448769,45.00760476239964,44.69914447196043,48.29356406456919,I45_L5_on1_off1.5_500p_search,
45,5,1.5,1.0,500p,ok,False,148.33032802605737,44.99982779483778,44.686051359329255,48.27304403257594,I45_L5_on1.5_off1_500p_search,
45,5,2.0,0.5,500p,ok,False,156.7920108202781,44.99212418001097,44.67316916932924,48.256579376304536,I45_L5_on2_off0.5_500p_search,
45,5,0.5,2.5,500p,ok,False,128.33030653798727,45.01560425928315,44.7180559851374,48.32774793641107,I45_L5_on0.5_off2.5_500p_search,
45,5,1.0,2.0,500p,ok,False,160.1110328578669,45.00760444971636,44.704564109406576,48.300475422640446,I45_L5_on1_off2_500p_search,
45,5,1.5,1.5,500p,ok,False,152.23891110127525,44.99982755842071,44.69137740308329,48.27683188958222,I45_L5_on1.5_off1.5_500p_search,
45,5,2.0,1.0,500p,ok,False,157.93086360550706,44.99219245741484,44.67842600878655,48.26120141125466,I45_L5_on2_off1_500p_search,
45,5,2.5,0.5,500p,ok,False,155.5846697367105,44.98447922711199,44.66553547103099,48.23920540469938,I45_L5_on2.5_off0.5_500p_search,
45,5,0.5,3.0,500p,ok,False,120.32319420272238,45.015457499737764,44.7234438370619,48.33201787269565,I45_L5_on0.5_off3_500p_search,
45,5,1.0,2.5,500p,ok,False,143.21165746118393,45.00760561749352,44.71006759560452,48.3084652629918,I45_L5_on1_off2.5_500p_search,
45,5,1.5,2.0,500p,ok,False,158.95391109681208,44.999918032226624,44.696886808694316,48.28239646011643,I45_L5_on1.5_off2_500p_search,
45,5,2.0,1.5,500p,ok,False,158.4669638418351,44.99212495025677,44.68368265955746,48.26377818522437,I45_L5_on2_off1.5_500p_search,
45,5,2.5,1.0,500p,ok,False,151.38383552593353,44.98447912554657,44.670723070663,48.24544883709268,I45_L5_on2.5_off1_500p_search,
45,5,3.0,0.5,500p,ok,False,150.81839405413587,44.97687714826777,44.65795631818153,48.22085864357862,I45_L5_on3_off0.5_500p_search,
45,5,0.5,3.5,500p,ok,False,120.89908711622446,45.015457621021156,44.72900780969492,48.33460119088734,I45_L5_on0.5_off3.5_500p_search,
45,5,1.0,3.0,500p,ok,False,120.30299669601405,45.007604854711246,44.715599421481876,48.316180586381165,I45_L5_on1_off3_500p_search,
45,5,1.5,2.5,500p,ok,False,152.97259658100782,44.99982730209485,44.70229680820714,48.289247212657195,I45_L5_on1.5_off2.5_500p_search,
45,5,2.0,2.0,500p,ok,False,158.79022215593753,44.99214132427076,44.689121152747845,48.26687848742819,I45_L5_on2_off2_500p_search,
45,5,2.5,1.5,500p,ok,False,142.2665607685527,44.984478154935644,44.676047800165314,48.25092842161839,I45_L5_on2.5_off1.5_500p_search,
45,5,3.0,1.0,500p,ok,False,154.04245378377274,44.9768783382187,44.663132163677425,48.228011539275286,I45_L5_on3_off1_500p_search,
45,5,3.5,0.5,500p,ok,False,148.54843932038423,44.96934576757394,44.65042314017136,48.203558758420904,I45_L5_on3.5_off0.5_500p_search,
45,5,0.5,4.0,500p,ok,False,121.51310345169037,45.01545738318741,44.73456289217334,48.33870708570577,I45_L5_on0.5_off4_500p_search,
45,5,1.0,3.5,500p,ok,False,120.87922198898075,45.00760424987722,44.721162558047524,48.32121303510536,I45_L5_on1_off3.5_500p_search,
45,5,1.5,3.0,500p,ok,False,120.28300425637659,44.99982792890604,44.70783078855702,48.29762785021943,I45_L5_on1.5_off3_500p_search,
45,5,2.0,2.5,500p,ok,False,153.67205908770808,44.99212562268606,44.69460538764315,48.27201082293639,I45_L5_on2_off2.5_500p_search,
45,5,2.5,2.0,500p,ok,False,144.68148863120422,44.98447909035174,44.68146759268906,48.25449457569883,I45_L5_on2.5_off2_500p_search,
45,5,3.0,1.5,500p,ok,False,125.67606751188714,44.97687763553611,44.66845694605482,48.23411967490684,I45_L5_on3_off1.5_500p_search,
45,5,3.5,1.0,500p,ok,False,155.4792225054478,44.9693092544604,44.655572850121914,48.210078363787794,I45_L5_on3.5_off1_500p_search,
45,5,4.0,0.5,500p,ok,False,152.1433269350044,44.96177313534492,44.642861457506484,48.18807792877043,I45_L5_on4_off0.5_500p_search,
45,5,0.5,4.5,500p,ok,False,122.16255083175645,45.015457433058934,44.74007264045926,48.34467294018831,I45_L5_on0.5_off4.5_500p_search,
45,5,1.0,4.0,500p,ok,False,121.49174653545636,45.007605483048856,44.72671815305682,48.32304021450885,I45_L5_on1_off4_500p_search,
45,5,1.5,3.5,500p,ok,False,120.85959368698049,44.9998274429427,44.71339358393903,48.305801138531045,I45_L5_on1.5_off3.5_500p_search,
45,5,2.0,3.0,500p,ok,False,127.7458941106994,44.99212632862542,44.70013763349384,48.278851662518306,I45_L5_on2_off3_500p_search,
45,5,2.5,2.5,500p,ok,False,143.8607067370633,44.98447985224816,44.68696683810204,48.25730109017867,I45_L5_on2.5_off2.5_500p_search,
45,5,3.0,2.0,500p,ok,False,119.20011334623038,44.97687778402567,44.67387626998597,48.23985489799535,I45_L5_on3_off2_500p_search,
45,5,3.5,1.5,500p,ok,False,137.89367500048715,44.96930982381837,44.66089987343681,48.21710019246027,I45_L5_on3.5_off1.5_500p_search,
45,5,4.0,1.0,500p,ok,False,154.59836375278644,44.961774940156324,44.6480491183035,48.193283202027374,I45_L5_on4_off1_500p_search,
45,5,4.5,0.5,500p,ok,False,149.05402465885675,44.95430151216959,44.63541131333034,48.172153046272136,I45_L5_on4.5_off0.5_500p_search,
45,5,0.5,5.0,500p,ok,False,137.30935882933576,45.01545762873864,44.74555219200197,48.35173927916622,I45_L5_on0.5_off5_500p_search,
45,5,1.0,4.5,500p,ok,False,122.14300269182012,45.007604475851686,44.7322274246163,48.32625080013352,I45_L5_on1_off4.5_500p_search,
45,5,1.5,4.0,500p,ok,False,127.5587999294171,44.99982978100371,44.71895010564719,48.31129250264103,I45_L5_on1.5_off4_500p_search,
45,5,2.0,3.5,500p,ok,False,120.84010757965174,44.992141211719776,44.70571531130391,48.28730729524744,I45_L5_on2_off3.5_500p_search,
45,5,2.5,3.0,500p,ok,False,128.82363664725887,44.98454254290132,44.692561688975616,48.261975281495474,I45_L5_on2.5_off3_500p_search,
45,5,3.0,2.5,500p,ok,False,119.67891321835413,44.97687815280213,44.679374266763475,48.2446402565338,I45_L5_on3_off2.5_500p_search,
45,5,3.5,2.0,500p,ok,False,119.18070384687697,44.96932119372998,44.66632812092441,48.2224846901922,I45_L5_on3.5_off2_500p_search,
45,5,4.0,1.5,500p,ok,False,146.34671381761441,44.96180828508792,44.653406915919014,48.19975044450998,I45_L5_on4_off1.5_500p_search,
45,5,4.5,1.0,500p,ok,False,149.25307756180814,44.954264944057236,44.64054900220279,48.177694855592925,I45_L5_on4.5_off1_500p_search,
45,5,5.0,0.5,500p,ok,False,121.36178461898984,44.94678562083718,44.62789447493111,48.152921452886204,I45_L5_on5_off0.5_500p_search,
45,5,0.5,5.5,500p,ok,False,154.02148852564588,45.01545930426911,44.751029269174126,48.359173976090275,I45_L5_on0.5_off5.5_500p_search,
45,5,1.0,5.0,500p,ok,False,122.80680209112751,45.00760512766888,44.73770749903005,48.331580027501,I45_L5_on1_off5_500p_search,
45,5,1.5,4.5,500p,ok,False,123.26383597955484,44.99982763563424,44.724458134792826,48.313041115376315,I45_L5_on1.5_off4.5_500p_search,
45,5,2.0,4.0,500p,ok,False,135.35956928493184,44.99212397073535,44.711251757843236,48.29525207615226,I45_L5_on2_off4_500p_search,
45,5,2.5,3.5,500p,ok,False,120.82075577310363,44.98447911616453,44.69806088356634,48.26868601335961,I45_L5_on2.5_off3.5_500p_search,
45,5,3.0,3.0,500p,ok,False,120.22400697213882,44.97687782061279,44.684905022225394,48.2476046329987,I45_L5_on3_off3_500p_search,
45,5,3.5,2.5,500p,ok,False,119.65873069918318,44.96931252513997,44.67181727755783,48.22802793771221,I45_L5_on3.5_off2.5_500p_search,
45,5,4.0,2.0,500p,ok,False,119.16076176622494,44.96177352415731,44.658789666899,48.20602321552931,I45_L5_on4_off2_500p_search,
45,5,4.5,1.5,500p,ok,False,143.85950694078812,44.95446651223824,44.64607486067744,48.18342060873857,I45_L5_on4.5_off1.5_500p_search,
45,5,5.0,1.0,500p,ok,False,122.22501884211374,44.94678558613294,44.63307985431858,48.160022740114435,I45_L5_on5_off1_500p_search,
45,5,5.5,0.5,500p,ok,False,118.5837652720337,44.93933119612436,44.62045089652685,48.13568430990602,I45_L5_on5.5_off0.5_500p_search,
45,5,0.5,6.0,500p,ok,False,154.72527298399896,45.015458629861214,44.756543982308976,48.36635445611543,I45_L5_on0.5_off6_500p_search,
45,5,1.0,5.5,500p,ok,False,140.26767359678894,45.00760433996075,44.74318158785617,48.33823666677933,I45_L5_on1_off5.5_500p_search,
45,5,1.5,5.0,500p,ok,False,122.78810072850547,44.999829195482086,44.72993886120361,48.31526783376405,I45_L5_on1.5_off5_500p_search,
45,5,2.0,4.5,500p,ok,False,147.49127782863,44.992210504491304,44.7168484154354,48.30094389229681,I45_L5_on2_off4.5_500p_search,
45,5,2.5,4.0,500p,ok,False,125.31389422618494,44.98447928836361,44.703615396867676,48.276915263572306,I45_L5_on2.5_off4_500p_search,
45,5,3.0,3.5,500p,ok,False,120.80156194079612,44.976878225406125,44.69046761780633,48.252012902757805,I45_L5_on3_off3.5_500p_search,
45,5,3.5,3.0,500p,ok,False,120.20457910162163,44.96932049220803,44.677355796967056,48.23394549973368,I45_L5_on3.5_off3_500p_search,
45,5,4.0,2.5,500p,ok,False,119.63874327136736,44.96177316844911,44.66428641221223,48.210601163929155,I45_L5_on4_off2.5_500p_search,
45,5,4.5,2.0,500p,ok,False,121.49990684619183,44.954265023778134,44.65129007446906,48.189165904582765,I45_L5_on4.5_off2_500p_search,
45,5,5.0,1.5,500p,ok,False,124.4405207613844,44.946785740194436,44.63840388397894,48.166941461043386,I45_L5_on5_off1.5_500p_search,
45,5,5.5,1.0,500p,ok,False,118.29042672303193,44.93933231909212,44.62563752667191,48.14105979786035,I45_L5_on5.5_off1_500p_search,
45,5,6.0,0.5,500p,ok,False,136.91226941082562,44.93189998308202,44.613029226517014,48.1204022532535,I45_L5_on6_off0.5_500p_search,
45,5,0.5,6.5,500p,ok,False,145.4376290812772,45.01545735405406,44.76208249054336,48.37104856749403,I45_L5_on0.5_off6.5_500p_search,
45,5,1.0,6.0,500p,ok,False,156.7040859098206,45.00760438752664,44.74869781897532,48.346459758255754,I45_L5_on1_off6_500p_search,
45,5,1.5,5.5,500p,ok,False,133.86263700655152,44.99982721992099,44.735411320289,48.32010988923556,I45_L5_on1.5_off5.5_500p_search,
45,5,2.0,5.0,500p,ok,False,145.03341690622685,44.992124654580195,44.72224186990187,48.30326725930932,I45_L5_on2_off5_500p_search,
45,5,2.5,4.5,500p,ok,False,150.8255233652689,44.98447930259931,44.70912490204923,48.284163560408466,I45_L5_on2.5_off4.5_500p_search,
45,5,3.0,4.0,500p,ok,False,121.41466229357987,44.97687704897541,44.696012553000166,48.25854337891026,I45_L5_on3_off4_500p_search,
45,5,3.5,3.5,500p,ok,False,120.78244381414424,44.96930924006364,44.682906241553866,48.237785323469005,I45_L5_on3.5_off3.5_500p_search,
45,5,4.0,3.0,500p,ok,False,137.29201011963193,44.96177320144836,44.66981674735134,48.21553532617919,I45_L5_on4_off3_500p_search,
45,5,4.5,2.5,500p,ok,False,119.6221933069342,44.95426561099325,44.65678843998737,48.194710710122,I45_L5_on4.5_off2.5_500p_search,
45,5,5.0,2.0,500p,ok,False,119.12011221879855,44.946785819304125,44.64382078637307,48.17273424847207,I45_L5_on5_off2_500p_search,
45,5,5.5,1.5,500p,ok,False,118.66342650397894,44.93936385170986,44.63099130734765,48.14835061189556,I45_L5_on5.5_off1.5_500p_search,
45,5,6.0,1.0,500p,ok,False,118.2705905956996,44.93190116375449,44.618215353011784,48.12463551877484,I45_L5_on6_off1_500p_search,
45,5,6.5,0.5,500p,ok,False,143.04135672466356,44.92448813355155,44.60562763232941,48.10433538711421,I45_L5_on6.5_off0.5_500p_search,
45,5,0.5,7.0,500p,ok,False,144.47702655659248,45.015457264452884,44.76763814309423,48.373451548043164,I45_L5_on0.5_off7_500p_search,
45,5,1.0,6.5,500p,ok,False,142.93873229262323,45.00760419045729,44.75423262500489,48.35480387555286,I45_L5_on1_off6.5_500p_search,
45,5,1.5,6.0,500p,ok,False,151.91517257601367,44.999835680706234,44.740935477215565,48.326911619608104,I45_L5_on1.5_off6_500p_search,
45,5,2.0,5.5,500p,ok,False,143.04563900847617,44.99212475039732,44.727715462983696,48.30495056350862,I45_L5_on2_off5.5_500p_search,
45,5,2.5,5.0,500p,ok,False,154.87104905055153,44.984482443604904,44.71459985452604,48.28972399464533,I45_L5_on2.5_off5_500p_search,
45,5,3.0,4.5,500p,ok,False,142.72743375461516,44.976878185218254,44.70153771725621,48.26624364576975,I45_L5_on3_off4.5_500p_search,
45,5,3.5,4.0,500p,ok,False,121.39688961706402,44.96930929923542,44.6884597833017,48.242071462200556,I45_L5_on3.5_off4_500p_search,
45,5,4.0,3.5,500p,ok,False,136.0472194552641,44.961778355679186,44.67537943431132,48.2223909980219,I45_L5_on4_off3.5_500p_search,
45,5,4.5,3.0,500p,ok,False,137.00620618613888,44.95429611636694,44.662347399040094,48.198597151937435,I45_L5_on4.5_off3_500p_search,
45,5,5.0,2.5,500p,ok,False,119.60026498631612,44.94678578104788,44.649316188086196,48.178207961230136,I45_L5_on5_off2.5_500p_search,
45,5,5.5,2.0,500p,ok,False,119.102345417162,44.939331002346506,44.636374415256675,48.155627719439785,I45_L5_on5.5_off2_500p_search,
45,5,6.0,1.5,500p,ok,False,118.74523910036926,44.93189974357117,44.62353765750324,48.13017308957554,I45_L5_on6_off1.5_500p_search,
45,5,6.5,1.0,500p,ok,False,124.16465573837968,44.924488446401405,44.610812485738315,48.109540625770165,I45_L5_on6.5_off1_500p_search,
45,5,7.0,0.5,500p,ok,False,139.9732247835974,44.91710409571847,44.598255086249935,48.087679274251606,I45_L5_on7_off0.5_500p_search,
45,5,0.5,7.5,500p,ok,False,137.45691316720416,45.015456967125814,44.77317349948501,48.37714503576425,I45_L5_on0.5_off7.5_500p_search,
45,5,1.0,7.0,500p,ok,False,124.84372582610644,45.00760427494973,44.75977957929434,48.36052943541406,I45_L5_on1_off7_500p_search,
45,5,1.5,6.5,500p,ok,False,151.8292669914315,44.999827335170146,44.74646351396811,48.33557219656547,I45_L5_on1.5_off6.5_500p_search,
45,5,2.0,6.0,500p,ok,False,150.45146989892498,44.99212394452464,44.733230310654314,48.30955844704095,I45_L5_on2_off6_500p_search,
45,5,2.5,5.5,500p,ok,False,155.12233111861272,44.984479475441674,44.72007710257357,48.29326729735872,I45_L5_on2.5_off5.5_500p_search,
45,5,3.0,5.0,500p,ok,False,153.3891171034119,44.97687829094616,44.707006842172255,48.272642261368816,I45_L5_on3_off5_500p_search,
45,5,3.5,4.5,500p,ok,False,135.63814762048435,44.96930986778254,44.693970076326245,48.248232102655074,I45_L5_on3.5_off4.5_500p_search,
45,5,4.0,4.0,500p,ok,False,132.2117954739488,44.96177298315442,44.68092723724037,48.227569030890514,I45_L5_on4_off4_500p_search,
45,5,4.5,3.5,500p,ok,False,149.93331626809942,44.95426518086714,44.667877349749865,48.20310147439993,I45_L5_on4.5_off3.5_500p_search,
45,5,5.0,3.0,500p,ok,False,123.32002347317982,44.946785647001924,44.65484505279023,48.18310723419923,I45_L5_on5_off3_500p_search,
45,5,5.5,2.5,500p,ok,False,119.58120597611368,44.939331071975936,44.64187309531309,48.16164796104177,I45_L5_on5.5_off2.5_500p_search,
45,5,6.0,2.0,500p,ok,False,123.52606700251157,44.93190095744552,44.62895445626101,48.13696383746556,I45_L5_on6_off2_500p_search,
45,5,6.5,1.5,500p,ok,False,118.62387131765333,44.924488233158485,44.616135825650815,48.114173317953636,I45_L5_on6.5_off1.5_500p_search,
45,5,7.0,1.0,500p,ok,False,131.33540368000675,44.91710384060765,44.603438202388496,48.09345851418411,I45_L5_on7_off1_500p_search,
45,5,7.5,0.5,500p,ok,False,131.2722439910092,44.90974321889438,44.59090331744642,48.07051355989818,I45_L5_on7.5_off0.5_500p_search,
45,5,0.5,8.0,500p,ok,False,125.07676045750456,45.0154584838609,44.778688607363755,48.38260861559215,I45_L5_on0.5_off8_500p_search,
45,5,1.0,7.5,500p,ok,False,126.88165229869027,45.00760610231598,44.765327586359234,48.362793743271105,I45_L5_on1_off7.5_500p_search,
45,5,1.5,7.0,500p,ok,False,124.82724232458575,44.99982744090388,44.75201789047157,48.34433942414075,I45_L5_on1.5_off7_500p_search,
45,5,2.0,6.5,500p,ok,False,155.67192778852834,44.99212397288136,44.73876559907072,48.31645825629062,I45_L5_on2_off6.5_500p_search,
45,5,2.5,6.0,500p,ok,False,154.8300871213706,44.98447923991684,44.72559207653865,48.295183774027485,I45_L5_on2.5_off6_500p_search,
45,5,3.0,5.5,500p,ok,False,141.12428462259922,44.976911839329986,44.712515958286765,48.27808615981064,I45_L5_on3_off5.5_500p_search,
45,5,3.5,5.0,500p,ok,False,152.72852070044044,44.96934458314781,44.69947614408362,48.25532992516284,I45_L5_on3.5_off5_500p_search,
45,5,4.0,4.5,500p,ok,False,137.4623008672216,44.96177348080021,44.686440793393324,48.23197863748505,I45_L5_on4_off4.5_500p_search,
45,5,4.5,4.0,500p,ok,False,150.2257095680914,44.95426556755783,44.67343078384782,48.21029952174825,I45_L5_on4.5_off4_500p_search,
45,5,5.0,3.5,500p,ok,False,147.22002793233025,44.94678578781319,44.66040551659406,48.18680163509912,I45_L5_on5_off3.5_500p_search,
45,5,5.5,3.0,500p,ok,False,120.12743492579389,44.939368620103295,44.64743560830635,48.16680237180015,I45_L5_on5.5_off3_500p_search,
45,5,6.0,2.5,500p,ok,False,122.14801419889518,44.93190018581234,44.63444916975735,48.14405937766833,I45_L5_on6_off2.5_500p_search,
45,5,6.5,2.0,500p,ok,False,132.1502386717402,44.92448802495481,44.62155046052616,48.119569403497806,I45_L5_on6.5_off2_500p_search,
45,5,7.0,1.5,500p,ok,False,118.60395299281251,44.917104999495336,44.60876189920441,48.09917710591249,I45_L5_on7_off1.5_500p_search,
45,5,7.5,1.0,500p,ok,False,127.44835956390772,44.90974319581992,44.596087032615365,48.07685211145303,I45_L5_on7.5_off1_500p_search,
45,5,8.0,0.5,500p,ok,False,124.36808328059654,44.90240413844342,44.583574850346096,48.0533575183653,I45_L5_on8_off0.5_500p_search,
45,5,0.5,8.5,500p,ok,False,124.97068656322867,45.01545729374478,44.78417499468395,48.388900422618974,I45_L5_on0.5_off8.5_500p_search,
45,5,1.0,8.0,500p,ok,False,129.27694083406413,45.00760451035572,44.77084015647369,48.365423357852876,I45_L5_on1_off8_500p_search,
45,5,1.5,7.5,500p,ok,False,125.02104889625818,44.999827726569315,44.75755510816571,48.350614280387795,I45_L5_on1.5_off7.5_500p_search,
45,5,2.0,7.0,500p,ok,False,132.37384171963072,44.99212518666074,44.744321036222956,48.32522599259324,I45_L5_on2_off7_500p_search,
45,5,2.5,6.5,500p,ok,False,155.21861251264167,44.9844795862724,44.73112682598338,48.29956824702602,I45_L5_on2.5_off6.5_500p_search,
45,5,3.0,6.0,500p,ok,False,145.34595455242345,44.97687787221524,44.71799547417202,48.28304941167132,I45_L5_on3_off6_500p_search,
45,5,3.5,5.5,500p,ok,False,137.80533748633752,44.969309609151445,44.704920004991756,48.260806321745356,I45_L5_on3.5_off5.5_500p_search,
45,5,4.0,5.0,500p,ok,False,149.2521058469947,44.961772889835075,44.691911361276844,48.23773980401042,I45_L5_on4_off5_500p_search,
45,5,4.5,4.5,500p,ok,False,148.44743662110702,44.95426512672976,44.6789398415994,48.21679548180137,I45_L5_on4.5_off4.5_500p_search,
45,5,5.0,4.0,500p,ok,False,145.40246458251826,44.94678674747967,44.66595922073063,48.19111043238247,I45_L5_on5_off4_500p_search,
45,5,5.5,3.5,500p,ok,False,137.41193152637828,44.93933232005531,44.65295947521645,48.17151507174856,I45_L5_on5.5_off3.5_500p_search,
45,5,6.0,3.0,500p,ok,False,124.65525199079966,44.931899871170685,44.639974860779425,48.15002287082058,I45_L5_on6_off3_500p_search,
45,5,6.5,2.5,500p,ok,False,137.40353693560203,44.9244886212348,44.62704747250634,48.125809757233704,I45_L5_on6.5_off2.5_500p_search,
45,5,7.0,2.0,500p,ok,False,119.83974345936181,44.917103793881445,44.61417414551783,48.10391679967117,I45_L5_on7_off2_500p_search,
45,5,7.5,1.5,500p,ok,False,118.58465629556227,44.90974333893937,44.60140947717032,48.083189108103426,I45_L5_on7.5_off1.5_500p_search,
45,5,8.0,1.0,500p,ok,False,119.71840199735334,44.90240449330668,44.58876180956572,48.05988172549999,I45_L5_on8_off1_500p_search,
45,5,8.5,0.5,500p,ok,False,130.45591190684294,44.89508441266761,44.57626491885108,48.03706306385107,I45_L5_on8.5_off0.5_500p_search,
45,5,0.5,9.0,500p,ok,False,124.7267270085422,45.0154573697616,44.789667527070115,48.395469385877654,I45_L5_on0.5_off9_500p_search,
45,5,1.0,8.5,500p,ok,False,124.95485492726992,45.00760486489035,44.77632733137642,48.369929576329184,I45_L5_on1_off8.5_500p_search,
45,5,1.5,8.0,500p,ok,False,125.04503615001666,44.99982796870961,44.76306853800815,48.35403449589466,I45_L5_on1.5_off8_500p_search,
45,5,2.0,7.5,500p,ok,False,125.004093473865,44.9921245559172,44.74985654816243,48.33359306126883,I45_L5_on2_off7.5_500p_search,
45,5,2.5,7.0,500p,ok,False,143.0787633157234,44.984479539338366,44.73668010695633,48.30641072666823,I45_L5_on2.5_off7_500p_search,
45,5,3.0,6.5,500p,ok,False,148.55344826401162,44.97667044139295,44.72332292776941,48.285502207448545,I45_L5_on3_off6.5_500p_search,
45,5,3.5,6.0,500p,ok,False,123.93667434760142,44.969309558756656,44.71043333305232,48.2658433593359,I45_L5_on3.5_off6_500p_search,
45,5,4.0,5.5,500p,ok,False,149.71515416401465,44.961775322537946,44.697393346610205,48.24416677747773,I45_L5_on4_off5.5_500p_search,
45,5,4.5,5.0,500p,ok,False,150.29510958333825,44.95426527325836,44.684410741303736,48.22160346666822,I45_L5_on4.5_off5_500p_search,
45,5,5.0,4.5,500p,ok,False,145.19724849518335,44.94678663165981,44.67146875428974,48.198166829691026,I45_L5_on5_off4.5_500p_search,
45,5,5.5,4.0,500p,ok,False,148.8176113190689,44.93933214578074,44.658512091238755,48.1752752167152,I45_L5_on5.5_off4_500p_search,
45,5,6.0,3.5,500p,ok,False,133.6259754233168,44.931901166344964,44.64553597698211,48.155228546515076,I45_L5_on6_off3.5_500p_search,
45,5,6.5,3.0,500p,ok,False,137.26025627594333,44.92448819408091,44.632570966936285,48.13227119023758,I45_L5_on6.5_off3_500p_search,
45,5,7.0,2.5,500p,ok,False,139.341142721111,44.91710416454584,44.619666064866685,48.108881301543526,I45_L5_on7_off2.5_500p_search,
45,5,7.5,2.0,500p,ok,False,119.02211568389427,44.90974431055732,44.60682379974545,48.088929044944315,I45_L5_on7.5_off2_500p_search,
45,5,8.0,1.5,500p,ok,False,118.56493452283001,44.90240341799114,44.59407986901928,48.06671109887738,I45_L5_on8_off1.5_500p_search,
45,5,8.5,1.0,500p,ok,False,118.17313437279282,44.895084351986505,44.581447707492806,48.043050509638036,I45_L5_on8.5_off1_500p_search,
45,5,9.0,0.5,500p,ok,False,141.20857767959924,44.887794502436975,44.568984968655634,48.02080205028198,I45_L5_on9_off0.5_500p_search,
45,5,0.5,9.5,500p,ok,False,138.6521191967435,45.01545877614404,44.795160487252446,48.40219511332268,I45_L5_on0.5_off9.5_500p_search,
45,5,1.0,9.0,500p,ok,False,124.71067814975878,45.00760481462255,44.781819431814085,48.37538801517129,I45_L5_on1_off9_500p_search,
45,5,1.5,8.5,500p,ok,False,124.93789846833049,44.99982702710522,44.76855429509636,48.355964206684604,I45_L5_on1.5_off8.5_500p_search,
45,5,2.0,8.0,500p,ok,False,127.8130402769702,44.99214068100941,44.75538615292751,48.33990322453817,I45_L5_on2_off8_500p_search,
45,5,2.5,7.5,500p,ok,False,124.98780427566318,44.98447918677382,44.742215507487316,48.314632386726274,I45_L5_on2.5_off7.5_500p_search,
45,5,3.0,7.0,500p,ok,False,141.88900332291226,44.97687824605367,44.72908501783057,48.28995490740477,I45_L5_on3_off7_500p_search,
45,5,3.5,6.5,500p,ok,False,124.41594119317772,44.96930976528223,44.71596756381275,48.27230527776465,I45_L5_on3.5_off6.5_500p_search,
45,5,4.0,6.0,500p,ok,False,123.91436387880808,44.96180972582246,44.702939480341584,48.24889618376359,I45_L5_on4_off6_500p_search,
45,5,4.5,5.5,500p,ok,False,151.71938028078927,44.95426544928207,44.6898893511975,48.22703581593888,I45_L5_on4.5_off5.5_500p_search,
45,5,5.0,5.0,500p,ok,False,149.26424062806973,44.94678591134428,44.67693842727932,48.20545981666422,I45_L5_on5_off5_500p_search,
45,5,5.5,4.5,500p,ok,False,128.5496239390857,44.93933220053356,44.664021626165585,48.179612001254625,I45_L5_on5.5_off4.5_500p_search,
45,5,6.0,4.0,500p,ok,False,145.96237224933142,44.93190063193856,44.65108799293784,48.16008941881435,I45_L5_on6_off4_500p_search,
45,5,6.5,3.5,500p,ok,False,138.35987016729948,44.924488271686855,44.638130283486305,48.1383908240934,I45_L5_on6.5_off3.5_500p_search,
45,5,7.0,3.0,500p,ok,False,143.65035640898125,44.91712456953729,44.62521504936352,48.11452533435463,I45_L5_on7_off3_500p_search,
45,5,7.5,2.5,500p,ok,False,126.58705109713098,44.90974326783015,44.61230296549864,48.093539042536,I45_L5_on7.5_off2.5_500p_search,
45,5,8.0,2.0,500p,ok,False,119.00316105766468,44.90240401926243,44.59949300678249,48.07294724272826,I45_L5_on8_off2_500p_search,
45,5,8.5,1.5,500p,ok,False,118.54566697797141,44.89508644029531,44.58677127773966,48.05000471814216,I45_L5_on8.5_off1.5_500p_search,
45,5,9.0,1.0,500p,ok,False,128.41137990060787,44.88778518086784,44.57415874960668,48.02686337972263,I45_L5_on9_off1_500p_search,
45,5,9.5,0.5,500p,ok,False,138.81788982614594,44.88049878770335,44.561698381529126,48.003392405021486,I45_L5_on9.5_off0.5_500p_search,
45,5,0.5,10.0,500p,ok,False,149.18795597919126,45.015457350492404,44.80066447946125,48.40886919288973,I45_L5_on0.5_off10_500p_search,
45,5,1.0,9.5,500p,ok,False,124.35823184997352,45.00760447636373,44.78731091915392,48.3813700789246,I45_L5_on1_off9.5_500p_search,
45,5,1.5,9.0,500p,ok,False,124.69266884527315,44.999827466557626,44.77404751438721,48.35927068042126,I45_L5_on1.5_off9_500p_search,
45,5,2.0,8.5,500p,ok,False,134.17527993765614,44.992123870285155,44.76085578335898,48.34476587743829,I45_L5_on2_off8.5_500p_search,
45,5,2.5,8.0,500p,ok,False,125.01382910131164,44.98447941629491,44.74772108496736,48.32236918971784,I45_L5_on2.5_off8_500p_search,
45,5,3.0,7.5,500p,ok,False,124.97134204361907,44.97687781652581,44.73461968784077,48.29636988752452,I45_L5_on3_off7.5_500p_search,
