frequency_hz,parallel_per_bank,total_devices,phase_voltage_rms_v,line_voltage_rms_v,phase_current_rms_a,peak_device_a,conduction_w,overlap_w,coss_w,deadtime_w,gate_drive_w,fet_loss_w,total_modeled_loss_w,efficiency_estimate_pct,hottest_device_w,junction_estimate_c,required_max_sink_k_per_w,loss_budget_w,remaining_other_loss_budget_w,minimum_pulse_margin_ns,passes_screen,failed_constraints
32000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,6.642988929053025,3.072,1.4171709715313119,0.1632,52.7200616019076,52.883261601907606,99.71874918933364,2.108802464076304,66.74816788504417,1.2049272391754577,94.22110552763652,41.33784392572892,33.606025748369476,True,
33000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,6.8505823330859315,3.168,1.4614575643916654,0.1683,53.06794159880086,53.23624159880086,99.71687723903068,2.122717663952034,66.7926965246465,1.1968449448332996,94.22110552763652,40.984863928835665,31.67857042266132,True,
34000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,7.058175737118838,3.2640000000000002,1.505744157252019,0.1734,53.41582159569412,53.58922159569412,99.715005359008,2.1366328638277645,66.83722516424885,1.1888679252373362,94.22110552763652,40.631883931942404,29.864494821994814,True,
35000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,7.265769141151745,3.36,1.5500307501123725,0.17850000000000002,53.763701592587374,53.942201592587374,99.71313354926171,2.150548063703495,66.88175380385118,1.1809941368352848,94.22110552763652,40.27890393504915,28.15408068422353,True,
36000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,7.473362545184653,3.456,1.594317342972726,0.1836,54.11158158948065,54.29518158948065,99.7112618097878,2.164463263579226,66.92628244345353,1.1732215886263444,94.22110552763652,39.925923938155876,26.538689554106213,True,
37000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,7.68095594921756,3.552,1.6386039358330795,0.1887,54.459461586373905,54.6481615863739,99.70939014058233,2.178378463454956,66.97081108305585,1.1655483404827383,94.22110552763652,39.57294394126262,25.01061686345469,True,
38000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,7.8885493532504665,3.648,1.6828905286934328,0.1938,54.80734158326717,55.00114158326717,99.70751854164133,2.1922936633306866,67.0153397226582,1.1579725015351718,94.22110552763652,39.219963944369354,23.562969051258516,True,
39000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,8.096142757283374,3.744,1.7271771215537863,0.19890000000000002,55.15522158016042,55.354121580160424,99.70564701296085,2.2062088632064167,67.05986836226053,1.1504922286193986,94.22110552763652,38.8669839474761,22.189559588405732,True,
40000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,8.30373616131628,3.8400000000000003,1.7714637144141399,0.20400000000000001,55.503101577053684,55.707101577053685,99.70377555453695,2.2201240630821473,67.10439700186288,1.1431057247811998,94.22110552763652,38.51400395058284,20.88482059869559,True,
41000.0,5,30,30.49397993866986,52.81712257876227,204.95848730044858,57.97101449275364,41.58790170132326,8.511329565349188,3.936,1.8157503072744934,0.2091,55.85098157394694,56.06008157394694,99.70190416636565,2.2340392629578774,67.14892564146521,1.1358112378372387,94.22110552763652,38.161023953689586,19.643727413361553,True,
