Freq.	I(C1)	I(C2)	I(C3)	I(C4)
9.00027982359648e+02	-2.49688598311490e-01,-8.21983141809621e-05	-2.49687160491934e-01,2.39519363127514e-05	-2.49687879382305e-01,8.43525516611763e-05	-2.49688462165067e-01,-2.19845261276762e-05
9.10028182163644e+02	-2.49688614321068e-01,-8.31000569326051e-05	-2.49687144353017e-01,2.42303679232984e-05	-2.49687879308058e-01,8.53026293185564e-05	-2.49688475126759e-01,-2.22167684564973e-05
9.20028381967640e+02	-2.49688630507889e-01,-8.40019520662898e-05	-2.49687128035469e-01,2.45086716995343e-05	-2.49687879232853e-01,8.62525969038741e-05	-2.49688488231898e-01,-2.24491477206270e-05
9.30028581771636e+02	-2.49688646871903e-01,-8.49039953217985e-05	-2.49687111539215e-01,2.47868521720311e-05	-2.49687879156623e-01,8.72024591432410e-05	-2.49688501480430e-01,-2.26816594898661e-05
9.40028781575632e+02	-2.49688663413164e-01,-8.58061829885786e-05	-2.49687094864290e-01,2.50649133215796e-05	-2.49687879079406e-01,8.81522202133154e-05	-2.49688514872404e-01,-2.29142998833478e-05
9.50028981379628e+02	-2.49688680131654e-01,-8.67085113895978e-05	-2.49687078010654e-01,2.53428590955571e-05	-2.49687879001171e-01,8.91018842572095e-05	-2.49688528407800e-01,-2.31470650539924e-05
9.60029181183624e+02	-2.49688697027411e-01,-8.76109770502578e-05	-2.49687060978322e-01,2.56206932389366e-05	-2.49687878921934e-01,9.00514552154801e-05	-2.49688542086649e-01,-2.33799513569455e-05
9.70029380987620e+02	-2.49688714100421e-01,-8.85135765131438e-05	-2.49687043767260e-01,2.58984194795592e-05	-2.49687878841670e-01,9.10009370118178e-05	-2.49688555908936e-01,-2.36129551646884e-05
9.80029580791617e+02	-2.49688731350718e-01,-8.94163066765636e-05	-2.49687026377475e-01,2.61760411892765e-05	-2.49687878760392e-01,9.19503332138748e-05	-2.49688569874689e-01,-2.38460732053253e-05
9.90029780595613e+02	-2.49688748778288e-01,-9.03191643554277e-05	-2.49687008808935e-01,2.64535618237986e-05	-2.49687878678071e-01,9.28996474731035e-05	-2.49688583983890e-01,-2.40793021234415e-05
1.00002998039961e+03	-2.49688766383162e-01,-9.12221467921984e-05	-2.49686991061645e-01,2.67309844108850e-05	-2.49687878594720e-01,9.38488830131831e-05	-2.49688598236566e-01,-2.43126389914240e-05
1.01003018020360e+03	-2.49688784165349e-01,-9.21252509833573e-05	-2.49686973135592e-01,2.70083122246470e-05	-2.49687878510333e-01,9.47980433038724e-05	-2.49688612632722e-01,-2.45460806354782e-05
1.02003038000760e+03	-2.49688802124838e-01,-9.30284743646572e-05	-2.49686955030741e-01,2.72855480996867e-05	-2.49687878424878e-01,9.57471313757378e-05	-2.49688627172342e-01,-2.47796243210935e-05
1.03003057981160e+03	-2.49688820261673e-01,-9.39318142818829e-05	-2.49686936747112e-01,2.75626949607780e-05	-2.49687878338384e-01,9.66961503494366e-05	-2.49688641855467e-01,-2.50132672237322e-05
1.04003077961559e+03	-2.49688838575836e-01,-9.48352683190778e-05	-2.49686918284664e-01,2.78397554943065e-05	-2.49687878250814e-01,9.76451031071710e-05	-2.49688656682073e-01,-2.52470067572621e-05
1.05003097941959e+03	-2.49688857067370e-01,-9.57388341059043e-05	-2.49686899643416e-01,2.81167323410696e-05	-2.49687878162194e-01,9.85939924857029e-05	-2.49688671652200e-01,-2.54808403809373e-05
1.06003117922359e+03	-2.49688875736251e-01,-9.66425093407773e-05	-2.49686880823318e-01,2.83936280733077e-05	-2.49687878072480e-01,9.95428212531241e-05	-2.49688686765818e-01,-2.57147656229408e-05
1.07003137902758e+03	-2.49688894582517e-01,-9.75462918834263e-05	-2.49686861824384e-01,2.86704451017553e-05	-2.49687877981694e-01,1.00491592016174e-04	-2.49688702022962e-01,-2.59487801727460e-05
1.08003157883158e+03	-2.49688913606173e-01,-9.84501796058618e-05	-2.49686842646595e-01,2.89471858250011e-05	-2.49687877889821e-01,1.01440307369386e-04	-2.49688717423632e-01,-2.61828817318434e-05
1.09003177863557e+03	-2.49688932807229e-01,-9.93541705157983e-05	-2.49686823289936e-01,2.92238525059053e-05	-2.49687877796853e-01,1.02388969771574e-04	-2.49688732967833e-01,-2.64170681378100e-05
1.10003197843957e+03	-2.49688952185700e-01,-1.00258262720091e-04	-2.49686803754394e-01,2.95004473082294e-05	-2.49687877702784e-01,1.03337581582444e-04	-2.49688748655575e-01,-2.66513373269770e-05
1.11003217824357e+03	-2.49688971741601e-01,-1.01162454374267e-04	-2.49686784039962e-01,2.97769723471047e-05	-2.49687877607614e-01,1.04286145113320e-04	-2.49688764486869e-01,-2.68856872845409e-05
1.12003237804756e+03	-2.49688991474929e-01,-1.02066743664866e-04	-2.49686764146609e-01,3.00534297066229e-05	-2.49687877511317e-01,1.05234662644124e-04	-2.49688780461707e-01,-2.71201160266159e-05
1.13003257785156e+03	-2.49689011385723e-01,-1.02971128943608e-04	-2.49686744074349e-01,3.03298213057071e-05	-2.49687877413915e-01,1.06183136290004e-04	-2.49688796580125e-01,-2.73546217346249e-05
1.14003277765555e+03	-2.49689031473975e-01,-1.03875608496283e-04	-2.49686723823145e-01,3.06061491293147e-05	-2.49687877315379e-01,1.07131568231939e-04	-2.49688812842106e-01,-2.75892025237552e-05
1.15003297745955e+03	-2.49689051739696e-01,-1.04780180830804e-04	-2.49686703392985e-01,3.08824149402263e-05	-2.49687877215701e-01,1.08079960428739e-04	-2.49688829247660e-01,-2.78238567316426e-05
1.16003317726355e+03	-2.49689072182916e-01,-1.05684844463372e-04	-2.49686682783872e-01,3.11586204929819e-05	-2.49687877114892e-01,1.09028314831139e-04	-2.49688845796811e-01,-2.80585827039124e-05
