Freq.	I(C1)	I(C2)	I(C3)	I(C4)
7.90025784515690e+02	-2.49688678547083e-01,3.22226376533544e-05	-2.49686974102111e-01,-8.48011572461981e-05	-2.49687690073945e-01,-2.85046336171105e-05	-2.49688625471628e-01,8.41072368460148e-05
8.00025984319687e+02	-2.49688698833033e-01,3.26465996469972e-05	-2.49686950963536e-01,-8.58594675274491e-05	-2.49687685175851e-01,-2.88498946015653e-05	-2.49688644400472e-01,8.51883199369118e-05
8.10026184123683e+02	-2.49688719374347e-01,3.30703786728748e-05	-2.49686927533657e-01,-8.69179976659211e-05	-2.49687680216081e-01,-2.91953586783541e-05	-2.49688663567528e-01,8.62692337378234e-05
8.20026383927679e+02	-2.49688740171037e-01,3.34939818955745e-05	-2.49686903812469e-01,-8.79767409589144e-05	-2.49687675194633e-01,-2.95410189348013e-05	-2.49688682972804e-01,8.73499855844639e-05
8.30026583731675e+02	-2.49688761223088e-01,3.39174162769679e-05	-2.49686879799941e-01,-8.90356909068829e-05	-2.49687670111486e-01,-2.98868686613134e-05	-2.49688702616284e-01,8.84305826100734e-05
8.40026783535671e+02	-2.49688782530531e-01,3.43406884131408e-05	-2.49686855496086e-01,-9.00948413757565e-05	-2.49687664966659e-01,-3.02329015139774e-05	-2.49688722497994e-01,8.95110315819126e-05
8.50026983339667e+02	-2.49688804093385e-01,3.47638044170942e-05	-2.49686830900905e-01,-9.11541867148499e-05	-2.49687659760161e-01,-3.05791116318963e-05	-2.49688742617951e-01,9.05913387844876e-05
8.60027183143663e+02	-2.49688825911641e-01,3.51867703536415e-05	-2.49686806014370e-01,-9.22137213215281e-05	-2.49687654491972e-01,-3.09254932024282e-05	-2.49688762976142e-01,9.16715104537763e-05
8.70027382947659e+02	-2.49688847985295e-01,3.56095919694548e-05	-2.49686780836462e-01,-9.32734399114008e-05	-2.49687649162079e-01,-3.12720407311532e-05	-2.49688783572560e-01,9.27515525078674e-05
8.80027582751655e+02	-2.49688870314367e-01,3.60322746734001e-05	-2.49686755367180e-01,-9.43333375379562e-05	-2.49687643770490e-01,-3.16187490614123e-05	-2.49688804407221e-01,9.38314705269234e-05
8.90027782555652e+02	-2.49688892898878e-01,3.64548236937259e-05	-2.49686729606527e-01,-9.53934094352029e-05	-2.49687638317216e-01,-3.19656132171906e-05	-2.49688825480145e-01,9.49112699105701e-05
9.00027982359648e+02	-2.49688915738821e-01,3.68772440151667e-05	-2.49686703554478e-01,-9.64536510809253e-05	-2.49687632802238e-01,-3.23126284660451e-05	-2.49688846791319e-01,9.59909558149447e-05
9.10028182163644e+02	-2.49688938834195e-01,3.72995404523173e-05	-2.49686677211013e-01,-9.75140581229378e-05	-2.49687627225544e-01,-3.26597902458357e-05	-2.49688868340740e-01,9.70705332259730e-05
9.20028381967640e+02	-2.49688962185051e-01,3.77217174448210e-05	-2.49686650576163e-01,-9.85746265839645e-05	-2.49687621587175e-01,-3.30070943689545e-05	-2.49688890128455e-01,9.81500067547853e-05
