Freq.	I(C1)	I(C2)	I(C3)	I(C4)
7.20024385887718e+02	7.36190742783986e-03,-3.51623553895109e-03	7.36344675551935e-03,-3.63052493105563e-03	7.36027368810683e-03,-3.53033909945008e-03	7.35979528870531e-03,-3.39970492995585e-03
7.30024585691714e+02	7.57404276362756e-03,-3.57154756818157e-03	7.57562515320596e-03,-3.68743165801171e-03	7.57236180851991e-03,-3.58581123070539e-03	7.57187066867717e-03,-3.45333832224233e-03
7.40024785495710e+02	7.78946025267792e-03,-3.62714469570728e-03	7.79108629827432e-03,-3.74462379946110e-03	7.78773134495832e-03,-3.64156691566393e-03	7.78722732632612e-03,-3.50725421821543e-03
7.50024985299706e+02	8.00817544016659e-03,-3.68303206057837e-03	8.00984573589039e-03,-3.80210649959303e-03	8.00639783892897e-03,-3.69761126765176e-03	8.00588080485059e-03,-3.56145771394979e-03
7.60025185103702e+02	8.23020414761322e-03,-3.73921485825001e-03	8.23191928756283e-03,-3.85988495903764e-03	8.22837710822358e-03,-3.75394945619653e-03	8.22784692376823e-03,-3.61595396159440e-03
7.70025384907698e+02	8.45556247581895e-03,-3.79569834178829e-03	8.45732305408029e-03,-3.91796443607262e-03	8.45368524985576e-03,-3.81058670822950e-03	8.45314178185334e-03,-3.67074817057195e-03
7.80025584711694e+02	8.68426680786521e-03,-3.85248782309710e-03	8.68607341851022e-03,-3.97635024785072e-03	8.68233864305936e-03,-3.86752830930823e-03	8.68178176013595e-03,-3.72584560879920e-03
7.90025784515690e+02	8.91633381217483e-03,-3.90958867416775e-03	8.91818704925993e-03,-4.03504777165023e-03	8.91435395234928e-03,-3.92477960486230e-03	8.91378352496315e-03,-3.78125160393002e-03
8.00025984319687e+02	9.15178044563941e-03,-3.96700632834975e-03	9.15368090320380e-03,-4.09406244614632e-03	9.14974813064836e-03,-3.98234600145977e-03	9.14916403112642e-03,-3.83697154461936e-03
8.10026184123683e+02	9.39062395680901e-03,-4.02474628164567e-03	9.39257222887303e-03,-4.15339977270675e-03	9.38853842247660e-03,-4.04023296809786e-03	9.38794052505170e-03,-3.89301088181138e-03
