Freq.	I(C1)	I(C2)	I(C3)	I(C4)
9.70029380987620e+02	1.36945794290531e-02,-5.15827623568083e-03	1.36952975507474e-02,-5.05289207050157e-03	1.36897145636547e-02,-4.92522537631507e-03	1.36904465616546e-02,-4.99585400721610e-03
9.80029580791617e+02	1.39942210215561e-02,-5.22413956367337e-03	1.39949526932474e-02,-5.11767817543665e-03	1.39892500979984e-02,-4.98861927144324e-03	1.39900000624190e-02,-5.05992632718489e-03
9.90029780595613e+02	1.42976252368518e-02,-5.29043902862427e-03	1.42983705388106e-02,-5.18290072286125e-03	1.42925469425864e-02,-5.05244708595983e-03	1.42933151823798e-02,-5.12443092037857e-03
1.00002998039961e+03	1.46048155728316e-02,-5.35718163880991e-03	1.46055745832857e-02,-5.24856672538983e-03	1.45996285878632e-02,-5.11671579675909e-03	1.46004154164198e-02,-5.18937474051584e-03
1.01003018020360e+03	1.49158158985972e-02,-5.42437449743929e-03	1.49165886936967e-02,-5.31468329061233e-03	1.49105188953773e-02,-5.18143247535631e-03	1.49113246306061e-02,-5.25476483571137e-03
1.02003038000760e+03	1.52306504593306e-02,-5.49202480460690e-03	1.52314371131135e-02,-5.38125762304779e-03	1.52252421026508e-02,-5.24660428983508e-03	1.52260670670614e-02,-5.32060835041897e-03
1.03003057981160e+03	1.55493438812661e-02,-5.56013985928203e-03	1.55501444656220e-02,-5.44829702613443e-03	1.55438228281503e-02,-5.31223850683080e-03	1.55446673489358e-02,-5.38691252741089e-03
1.04003077961559e+03	1.58719211767614e-02,-5.62872706134171e-03	1.58727357613959e-02,-5.51580890426337e-03	1.58662860763565e-02,-5.37834249355769e-03	1.58671504854786e-02,-5.45368470980090e-03
1.05003097941959e+03	1.61984077494707e-02,-5.69779391364542e-03	1.61992364018684e-02,-5.58380076485416e-03	1.61926572429367e-02,-5.44492371987751e-03	1.61935418772113e-02,-5.52093234310861e-03
1.06003117922359e+03	1.65288293996222e-02,-5.76734802415349e-03	1.65296721850094e-02,-5.65228022047390e-03	1.65229621200210e-02,-5.51198976041186e-03	1.65238673212060e-02,-5.58866297736753e-03
1.07003137902758e+03	1.68632123294016e-02,-5.83739710809012e-03	1.68640693107086e-02,-5.72125499100116e-03	1.68572269015844e-02,-5.57954829669896e-03	1.68581530164689e-02,-5.65688426927751e-03
1.08003157883158e+03	1.72015831484449e-02,-5.90794899015186e-03	1.72024543862672e-02,-5.79073290583527e-03	1.71954781889389e-02,-5.64760711939584e-03	1.71964255694341e-02,-5.72560398440244e-03
1.09003177863557e+03	1.75439688794415e-02,-5.97901160676426e-03	1.75448544320011e-02,-5.86072190615378e-03	1.75377429963356e-02,-5.71617413052852e-03	1.75387119995665e-02,-5.79482999941591e-03
1.10003197843957e+03	1.78903969638500e-02,-6.05059300838583e-03	1.78912968869555e-02,-5.93123004721730e-03	1.78840487566786e-02,-5.78525734578940e-03	1.78850397450788e-02,-5.86457030439408e-03
1.11003217824357e+03	1.82408952677307e-02,-6.12270136186164e-03	1.82418096147371e-02,-6.00226550072400e-03	1.82344233273569e-02,-5.85486489688422e-03	1.82354366687635e-02,-5.93483300515784e-03
1.12003237804756e+03	1.85954920876951e-02,-6.19534495282756e-03	1.85964209094626e-02,-6.07383655721469e-03	1.85888949961928e-02,-5.92500503392950e-03	1.85899310639443e-02,-6.00562632566553e-03
1.13003257785156e+03	1.89542161569745e-02,-6.26853218816852e-03	1.89551595018272e-02,-6.14595162853202e-03	1.89474924875087e-02,-5.99568612790381e-03	1.89485516605439e-02,-6.07695861045948e-03
